date;state;country;deaths
2020-08-16;no;Yemen;530.0
2020-08-16;no;Zambia;260.0
2020-08-16;no;Zimbabwe;132.0
2020-08-17;Alberta;Canada;221.0
2020-08-17;Anguilla;United Kingdom;0.0
2020-08-17;Anhui;China;6.0
2020-08-17;Aruba;Netherlands;4.0
2020-08-17;Australian Capital Territory;Australia;3.0
2020-08-17;Beijing;China;9.0
2020-08-17;Bermuda;United Kingdom;9.0
2020-08-17;Bonaire, Sint Eustatius and Saba;Netherlands;0.0
2020-08-17;British Columbia;Canada;196.0
2020-08-17;British Virgin Islands;United Kingdom;1.0
2020-08-17;Cayman Islands;United Kingdom;1.0
2020-08-17;Channel Islands;United Kingdom;47.0
2020-08-17;Chongqing;China;6.0
2020-08-17;Curacao;Netherlands;1.0
2020-08-17;Diamond Princess;Canada;1.0
2020-08-17;Falkland Islands (Malvinas);United Kingdom;0.0
2020-08-17;Faroe Islands;Denmark;0.0
2020-08-17;French Guiana;France;53.0
2020-08-17;French Polynesia;France;0.0
2020-08-17;Fujian;China;1.0
2020-08-17;Gansu;China;2.0
2020-08-17;Gibraltar;United Kingdom;0.0
2020-08-17;Grand Princess;Canada;0.0
2020-08-17;Greenland;Denmark;0.0
2020-08-17;Guadeloupe;France;14.0
2020-08-17;Guangdong;China;8.0
2020-08-17;Guangxi;China;2.0
2020-08-17;Guizhou;China;2.0
2020-08-17;Hainan;China;6.0
2020-08-17;Hebei;China;6.0
2020-08-17;Heilongjiang;China;13.0
2020-08-17;Henan;China;22.0
2020-08-17;Hong Kong;China;69.0
2020-08-17;Hubei;China;4512.0
2020-08-17;Hunan;China;4.0
2020-08-17;Inner Mongolia;China;1.0
2020-08-17;Isle of Man;United Kingdom;24.0
2020-08-17;Jiangsu;China;0.0
2020-08-17;Jiangxi;China;1.0
2020-08-17;Jilin;China;2.0
2020-08-17;Liaoning;China;2.0
2020-08-17;Macau;China;0.0
2020-08-17;Manitoba;Canada;9.0
2020-08-17;Martinique;France;16.0
2020-08-17;Mayotte;France;39.0
2020-08-17;Montserrat;United Kingdom;1.0
2020-08-17;New Brunswick;Canada;2.0
2020-08-17;New Caledonia;France;0.0
2020-08-17;New South Wales;Australia;52.0
2020-08-17;Newfoundland and Labrador;Canada;3.0
2020-08-17;Ningxia;China;0.0
2020-08-17;Northern Territory;Australia;0.0
2020-08-17;Northwest Territories;Canada;0.0
2020-08-17;Nova Scotia;Canada;64.0
2020-08-17;Ontario;Canada;2836.0
2020-08-17;Prince Edward Island;Canada;0.0
2020-08-17;Qinghai;China;0.0
2020-08-17;Quebec;Canada;5721.0
2020-08-17;Queensland;Australia;6.0
2020-08-17;Reunion;France;5.0
2020-08-17;Saint Barthelemy;France;0.0
2020-08-17;Saint Pierre and Miquelon;France;0.0
2020-08-17;Saskatchewan;Canada;22.0
2020-08-17;Shaanxi;China;3.0
2020-08-17;Shandong;China;7.0
2020-08-17;Shanghai;China;7.0
2020-08-17;Shanxi;China;0.0
2020-08-17;Sichuan;China;3.0
2020-08-17;Sint Maarten;Netherlands;17.0
2020-08-17;South Australia;Australia;4.0
2020-08-17;St Martin;France;5.0
2020-08-17;Tasmania;Australia;13.0
2020-08-17;Tianjin;China;3.0
2020-08-17;Tibet;China;0.0
2020-08-17;Turks and Caicos Islands;United Kingdom;2.0
2020-08-17;Victoria;Australia;351.0
2020-08-17;Western Australia;Australia;9.0
2020-08-17;Xinjiang;China;3.0
2020-08-17;Yukon;Canada;0.0
2020-08-17;Yunnan;China;2.0
2020-08-17;Zhejiang;China;1.0
2020-08-17;no;Afghanistan;1375.0
2020-08-17;no;Albania;230.0
2020-08-17;no;Algeria;1379.0
2020-08-17;no;Andorra;53.0
2020-08-17;no;Angola;88.0
2020-08-17;no;Antigua and Barbuda;3.0
2020-08-17;no;Argentina;5814.0
2020-08-17;no;Armenia;824.0
2020-08-17;no;Austria;729.0
2020-08-17;no;Azerbaijan;508.0
2020-08-17;no;Bahamas;19.0
2020-08-17;no;Bahrain;173.0
2020-08-17;no;Bangladesh;3694.0
2020-08-17;no;Barbados;7.0
2020-08-17;no;Belarus;613.0
2020-08-17;no;Belgium;9944.0
2020-08-17;no;Belize;4.0
2020-08-17;no;Benin;39.0
2020-08-17;no;Bhutan;0.0
2020-08-17;no;Bolivia;4123.0
2020-08-17;no;Bosnia and Herzegovina;486.0
2020-08-17;no;Botswana;3.0
2020-08-17;no;Brazil;108536.0
2020-08-17;no;Brunei;3.0
2020-08-17;no;Bulgaria;512.0
2020-08-17;no;Burkina Faso;55.0
2020-08-17;no;Burma;6.0
2020-08-17;no;Burundi;1.0
2020-08-17;no;Cabo Verde;36.0
2020-08-17;no;Cambodia;0.0
2020-08-17;no;Cameroon;403.0
2020-08-17;no;Central African Republic;61.0
2020-08-17;no;Chad;76.0
2020-08-17;no;Chile;10513.0
2020-08-17;no;Colombia;15372.0
2020-08-17;no;Comoros;7.0
2020-08-17;no;Congo (Brazzaville);76.0
2020-08-17;no;Congo (Kinshasa);243.0
2020-08-17;no;Costa Rica;304.0
2020-08-17;no;Cote d'Ivoire;110.0
2020-08-17;no;Croatia;166.0
2020-08-17;no;Cuba;88.0
2020-08-17;no;Cyprus;20.0
2020-08-17;no;Czechia;399.0
2020-08-17;no;Denmark;621.0
2020-08-17;no;Diamond Princess;13.0
2020-08-17;no;Djibouti;59.0
2020-08-17;no;Dominica;0.0
2020-08-17;no;Dominican Republic;1481.0
2020-08-17;no;Ecuador;6083.0
2020-08-17;no;Egypt;5173.0
2020-08-17;no;El Salvador;618.0
2020-08-17;no;Equatorial Guinea;83.0
2020-08-17;no;Eritrea;0.0
2020-08-17;no;Estonia;63.0
2020-08-17;no;Eswatini;73.0
2020-08-17;no;Ethiopia;544.0
2020-08-17;no;Fiji;1.0
2020-08-17;no;Finland;334.0
2020-08-17;no;France;30302.0
2020-08-17;no;Gabon;53.0
2020-08-17;no;Gambia;63.0
2020-08-17;no;Georgia;17.0
2020-08-17;no;Germany;9236.0
2020-08-17;no;Ghana;239.0
2020-08-17;no;Greece;230.0
2020-08-17;no;Grenada;0.0
2020-08-17;no;Guatemala;2389.0
2020-08-17;no;Guinea;51.0
2020-08-17;no;Guinea-Bissau;33.0
2020-08-17;no;Guyana;23.0
2020-08-17;no;Haiti;196.0
2020-08-17;no;Holy See;0.0
2020-08-17;no;Honduras;1583.0
2020-08-17;no;Hungary;608.0
2020-08-17;no;Iceland;10.0
2020-08-17;no;India;51797.0
2020-08-17;no;Indonesia;6207.0
2020-08-17;no;Iran;19804.0
2020-08-17;no;Iraq;5954.0
2020-08-17;no;Ireland;1774.0
2020-08-17;no;Israel;692.0
2020-08-17;no;Italy;35400.0
2020-08-17;no;Jamaica;14.0
2020-08-17;no;Japan;1112.0
2020-08-17;no;Jordan;11.0
2020-08-17;no;Kazakhstan;1269.0
2020-08-17;no;Kenya;482.0
2020-08-17;no;Korea, South;306.0
2020-08-17;no;Kosovo;390.0
2020-08-17;no;Kuwait;502.0
2020-08-17;no;Kyrgyzstan;1496.0
2020-08-17;no;Laos;0.0
2020-08-17;no;Latvia;32.0
2020-08-17;no;Lebanon;105.0
2020-08-17;no;Lesotho;30.0
2020-08-17;no;Liberia;82.0
2020-08-17;no;Libya;157.0
2020-08-17;no;Liechtenstein;1.0
2020-08-17;no;Lithuania;81.0
2020-08-17;no;Luxembourg;124.0
2020-08-17;no;MS Zaandam;2.0
2020-08-17;no;Madagascar;171.0
2020-08-17;no;Malawi;162.0
2020-08-17;no;Malaysia;125.0
2020-08-17;no;Maldives;23.0
2020-08-17;no;Mali;125.0
2020-08-17;no;Malta;9.0
2020-08-17;no;Mauritania;157.0
2020-08-17;no;Mauritius;10.0
2020-08-17;no;Mexico;57023.0
2020-08-17;no;Moldova;908.0
2020-08-17;no;Monaco;4.0
2020-08-17;no;Mongolia;0.0
2020-08-17;no;Montenegro;80.0
2020-08-17;no;Morocco;681.0
2020-08-17;no;Mozambique;19.0
2020-08-17;no;Namibia;36.0
2020-08-17;no;Nepal;107.0
2020-08-17;no;Netherlands;6172.0
2020-08-17;no;New Zealand;22.0
2020-08-17;no;Nicaragua;128.0
2020-08-17;no;Niger;69.0
2020-08-17;no;Nigeria;977.0
2020-08-17;no;North Macedonia;547.0
2020-08-17;no;Norway;261.0
2020-08-17;no;Oman;588.0
2020-08-17;no;Pakistan;6175.0
2020-08-17;no;Panama;1788.0
2020-08-17;no;Papua New Guinea;3.0
2020-08-17;no;Paraguay;145.0
2020-08-17;no;Peru;26281.0
2020-08-17;no;Philippines;2681.0
2020-08-17;no;Poland;1885.0
2020-08-17;no;Portugal;1779.0
2020-08-17;no;Qatar;193.0
2020-08-17;no;Romania;3029.0
2020-08-17;no;Russia;15707.0
2020-08-17;no;Rwanda;8.0
2020-08-17;no;Saint Kitts and Nevis;0.0
2020-08-17;no;Saint Lucia;0.0
2020-08-17;no;Saint Vincent and the Grenadines;0.0
2020-08-17;no;San Marino;42.0
2020-08-17;no;Sao Tome and Principe;15.0
2020-08-17;no;Saudi Arabia;3436.0
2020-08-17;no;Senegal;256.0
2020-08-17;no;Serbia;677.0
2020-08-17;no;Seychelles;0.0
2020-08-17;no;Sierra Leone;69.0
2020-08-17;no;Singapore;27.0
2020-08-17;no;Slovakia;31.0
2020-08-17;no;Slovenia;129.0
2020-08-17;no;Somalia;93.0
2020-08-17;no;South Africa;11982.0
2020-08-17;no;South Sudan;47.0
2020-08-17;no;Spain;28646.0
2020-08-17;no;Sri Lanka;11.0
2020-08-17;no;Sudan;803.0
2020-08-17;no;Suriname;48.0
2020-08-17;no;Sweden;5812.0
2020-08-17;no;Switzerland;1991.0
2020-08-17;no;Syria;68.0
2020-08-17;no;Taiwan*;7.0
2020-08-17;no;Tajikistan;64.0
2020-08-17;no;Tanzania;21.0
2020-08-17;no;Thailand;58.0
2020-08-17;no;Timor-Leste;0.0
2020-08-17;no;Togo;27.0
2020-08-17;no;Trinidad and Tobago;12.0
2020-08-17;no;Tunisia;56.0
2020-08-17;no;Turkey;5996.0
2020-08-17;no;US;170474.0
2020-08-17;no;Uganda;15.0
2020-08-17;no;Ukraine;2122.0
2020-08-17;no;United Arab Emirates;364.0
2020-08-17;no;United Kingdom;41369.0
2020-08-17;no;Uruguay;40.0
2020-08-17;no;Uzbekistan;236.0
2020-08-17;no;Venezuela;288.0
2020-08-17;no;Vietnam;25.0
2020-08-17;no;West Bank and Gaza;113.0
2020-08-17;no;Western Sahara;1.0
2020-08-17;no;Yemen;535.0
2020-08-17;no;Zambia;264.0
2020-08-17;no;Zimbabwe;135.0
2020-08-18;Alberta;Canada;225.0
2020-08-18;Anguilla;United Kingdom;0.0
2020-08-18;Anhui;China;6.0
2020-08-18;Aruba;Netherlands;4.0
2020-08-18;Australian Capital Territory;Australia;3.0
2020-08-18;Beijing;China;9.0
2020-08-18;Bermuda;United Kingdom;9.0
2020-08-18;Bonaire, Sint Eustatius and Saba;Netherlands;0.0
2020-08-18;British Columbia;Canada;198.0
2020-08-18;British Virgin Islands;United Kingdom;1.0
2020-08-18;Cayman Islands;United Kingdom;1.0
2020-08-18;Channel Islands;United Kingdom;47.0
2020-08-18;Chongqing;China;6.0
2020-08-18;Curacao;Netherlands;1.0
2020-08-18;Diamond Princess;Canada;1.0
2020-08-18;Falkland Islands (Malvinas);United Kingdom;0.0
2020-08-18;Faroe Islands;Denmark;0.0
2020-08-18;French Guiana;France;53.0
2020-08-18;French Polynesia;France;0.0
2020-08-18;Fujian;China;1.0
2020-08-18;Gansu;China;2.0
2020-08-18;Gibraltar;United Kingdom;0.0
2020-08-18;Grand Princess;Canada;0.0
2020-08-18;Greenland;Denmark;0.0
2020-08-18;Guadeloupe;France;15.0
2020-08-18;Guangdong;China;8.0
2020-08-18;Guangxi;China;2.0
2020-08-18;Guizhou;China;2.0
2020-08-18;Hainan;China;6.0
2020-08-18;Hebei;China;6.0
2020-08-18;Heilongjiang;China;13.0
2020-08-18;Henan;China;22.0
2020-08-18;Hong Kong;China;71.0
2020-08-18;Hubei;China;4512.0
2020-08-18;Hunan;China;4.0
2020-08-18;Inner Mongolia;China;1.0
2020-08-18;Isle of Man;United Kingdom;24.0
2020-08-18;Jiangsu;China;0.0
2020-08-18;Jiangxi;China;1.0
2020-08-18;Jilin;China;2.0
2020-08-18;Liaoning;China;2.0
2020-08-18;Macau;China;0.0
2020-08-18;Manitoba;Canada;11.0
2020-08-18;Martinique;France;16.0
2020-08-18;Mayotte;France;39.0
2020-08-18;Montserrat;United Kingdom;1.0
2020-08-18;New Brunswick;Canada;2.0
2020-08-18;New Caledonia;France;0.0
2020-08-18;New South Wales;Australia;52.0
2020-08-18;Newfoundland and Labrador;Canada;3.0
2020-08-18;Ningxia;China;0.0
2020-08-18;Northern Territory;Australia;0.0
2020-08-18;Northwest Territories;Canada;0.0
2020-08-18;Nova Scotia;Canada;64.0
2020-08-18;Ontario;Canada;2837.0
2020-08-18;Prince Edward Island;Canada;0.0
2020-08-18;Qinghai;China;0.0
2020-08-18;Quebec;Canada;5727.0
2020-08-18;Queensland;Australia;6.0
2020-08-18;Reunion;France;5.0
2020-08-18;Saint Barthelemy;France;0.0
2020-08-18;Saint Pierre and Miquelon;France;0.0
2020-08-18;Saskatchewan;Canada;22.0
2020-08-18;Shaanxi;China;3.0
2020-08-18;Shandong;China;7.0
2020-08-18;Shanghai;China;7.0
2020-08-18;Shanxi;China;0.0
2020-08-18;Sichuan;China;3.0
2020-08-18;Sint Maarten;Netherlands;17.0
2020-08-18;South Australia;Australia;4.0
2020-08-18;St Martin;France;5.0
2020-08-18;Tasmania;Australia;13.0
2020-08-18;Tianjin;China;3.0
2020-08-18;Tibet;China;0.0
2020-08-18;Turks and Caicos Islands;United Kingdom;2.0
2020-08-18;Victoria;Australia;363.0
2020-08-18;Western Australia;Australia;9.0
2020-08-18;Xinjiang;China;3.0
2020-08-18;Yukon;Canada;0.0
2020-08-18;Yunnan;China;2.0
2020-08-18;Zhejiang;China;1.0
2020-08-18;no;Afghanistan;1375.0
2020-08-18;no;Albania;232.0
2020-08-18;no;Algeria;1391.0
2020-08-18;no;Andorra;53.0
2020-08-18;no;Angola;90.0
2020-08-18;no;Antigua and Barbuda;3.0
2020-08-18;no;Argentina;6048.0
2020-08-18;no;Armenia;832.0
2020-08-18;no;Austria;729.0
2020-08-18;no;Azerbaijan;509.0
2020-08-18;no;Bahamas;20.0
2020-08-18;no;Bahrain;175.0
2020-08-18;no;Bangladesh;3740.0
2020-08-18;no;Barbados;7.0
2020-08-18;no;Belarus;617.0
2020-08-18;no;Belgium;9959.0
2020-08-18;no;Belize;4.0
2020-08-18;no;Benin;39.0
2020-08-18;no;Bhutan;0.0
2020-08-18;no;Bolivia;4172.0
2020-08-18;no;Bosnia and Herzegovina;495.0
2020-08-18;no;Botswana;3.0
2020-08-18;no;Brazil;109888.0
2020-08-18;no;Brunei;3.0
2020-08-18;no;Bulgaria;519.0
2020-08-18;no;Burkina Faso;55.0
2020-08-18;no;Burma;6.0
2020-08-18;no;Burundi;1.0
2020-08-18;no;Cabo Verde;36.0
2020-08-18;no;Cambodia;0.0
2020-08-18;no;Cameroon;406.0
2020-08-18;no;Central African Republic;61.0
2020-08-18;no;Chad;76.0
2020-08-18;no;Chile;10546.0
2020-08-18;no;Colombia;15619.0
2020-08-18;no;Comoros;7.0
2020-08-18;no;Congo (Brazzaville);76.0
2020-08-18;no;Congo (Kinshasa);243.0
2020-08-18;no;Costa Rica;314.0
2020-08-18;no;Cote d'Ivoire;110.0
2020-08-18;no;Croatia;166.0
2020-08-18;no;Cuba;88.0
2020-08-18;no;Cyprus;20.0
2020-08-18;no;Czechia;401.0
2020-08-18;no;Denmark;621.0
2020-08-18;no;Diamond Princess;13.0
2020-08-18;no;Djibouti;59.0
2020-08-18;no;Dominica;0.0
2020-08-18;no;Dominican Republic;1489.0
2020-08-18;no;Ecuador;6105.0
2020-08-18;no;Egypt;5184.0
2020-08-18;no;El Salvador;625.0
2020-08-18;no;Equatorial Guinea;83.0
2020-08-18;no;Eritrea;0.0
2020-08-18;no;Estonia;63.0
2020-08-18;no;Eswatini;76.0
2020-08-18;no;Ethiopia;572.0
2020-08-18;no;Fiji;1.0
2020-08-18;no;Finland;334.0
2020-08-18;no;France;30301.0
2020-08-18;no;Gabon;53.0
2020-08-18;no;Gambia;63.0
2020-08-18;no;Georgia;17.0
2020-08-18;no;Germany;9241.0
2020-08-18;no;Ghana;248.0
2020-08-18;no;Greece;232.0
2020-08-18;no;Grenada;0.0
2020-08-18;no;Guatemala;2419.0
2020-08-18;no;Guinea;52.0
2020-08-18;no;Guinea-Bissau;33.0
2020-08-18;no;Guyana;25.0
2020-08-18;no;Haiti;196.0
2020-08-18;no;Holy See;0.0
2020-08-18;no;Honduras;1593.0
2020-08-18;no;Hungary;609.0
2020-08-18;no;Iceland;10.0
2020-08-18;no;India;52888.0
2020-08-18;no;Indonesia;6277.0
2020-08-18;no;Iran;19972.0
2020-08-18;no;Iraq;6036.0
2020-08-18;no;Ireland;1775.0
2020-08-18;no;Israel;708.0
2020-08-18;no;Italy;35405.0
2020-08-18;no;Jamaica;14.0
2020-08-18;no;Japan;1135.0
2020-08-18;no;Jordan;11.0
2020-08-18;no;Kazakhstan;1415.0
2020-08-18;no;Kenya;487.0
2020-08-18;no;Korea, South;306.0
2020-08-18;no;Kosovo;390.0
2020-08-18;no;Kuwait;505.0
2020-08-18;no;Kyrgyzstan;1498.0
2020-08-18;no;Laos;0.0
2020-08-18;no;Latvia;33.0
2020-08-18;no;Lebanon;107.0
2020-08-18;no;Lesotho;30.0
2020-08-18;no;Liberia;82.0
2020-08-18;no;Libya;164.0
2020-08-18;no;Liechtenstein;1.0
2020-08-18;no;Lithuania;81.0
2020-08-18;no;Luxembourg;124.0
2020-08-18;no;MS Zaandam;2.0
2020-08-18;no;Madagascar;173.0
2020-08-18;no;Malawi;163.0
2020-08-18;no;Malaysia;125.0
2020-08-18;no;Maldives;24.0
2020-08-18;no;Mali;125.0
2020-08-18;no;Malta;9.0
2020-08-18;no;Mauritania;157.0
2020-08-18;no;Mauritius;10.0
2020-08-18;no;Mexico;57774.0
2020-08-18;no;Moldova;908.0
2020-08-18;no;Monaco;4.0
2020-08-18;no;Mongolia;0.0
2020-08-18;no;Montenegro;80.0
2020-08-18;no;Morocco;714.0
2020-08-18;no;Mozambique;19.0
2020-08-18;no;Namibia;37.0
2020-08-18;no;Nepal;114.0
2020-08-18;no;Netherlands;6175.0
2020-08-18;no;New Zealand;22.0
2020-08-18;no;Nicaragua;133.0
2020-08-18;no;Niger;69.0
2020-08-18;no;Nigeria;981.0
2020-08-18;no;North Macedonia;549.0
2020-08-18;no;Norway;262.0
2020-08-18;no;Oman;597.0
2020-08-18;no;Pakistan;6190.0
2020-08-18;no;Panama;1809.0
2020-08-18;no;Papua New Guinea;3.0
2020-08-18;no;Paraguay;161.0
2020-08-18;no;Peru;26481.0
2020-08-18;no;Philippines;2687.0
2020-08-18;no;Poland;1896.0
2020-08-18;no;Portugal;1784.0
2020-08-18;no;Qatar;193.0
2020-08-18;no;Romania;3074.0
2020-08-18;no;Russia;15836.0
2020-08-18;no;Rwanda;10.0
2020-08-18;no;Saint Kitts and Nevis;0.0
2020-08-18;no;Saint Lucia;0.0
2020-08-18;no;Saint Vincent and the Grenadines;0.0
2020-08-18;no;San Marino;42.0
2020-08-18;no;Sao Tome and Principe;15.0
2020-08-18;no;Saudi Arabia;3470.0
2020-08-18;no;Senegal;256.0
2020-08-18;no;Serbia;681.0
2020-08-18;no;Seychelles;0.0
2020-08-18;no;Sierra Leone;69.0
2020-08-18;no;Singapore;27.0
2020-08-18;no;Slovakia;31.0
2020-08-18;no;Slovenia;129.0
2020-08-18;no;Somalia;93.0
2020-08-18;no;South Africa;12264.0
2020-08-18;no;South Sudan;47.0
2020-08-18;no;Spain;28670.0
2020-08-18;no;Sri Lanka;11.0
2020-08-18;no;Sudan;805.0
2020-08-18;no;Suriname;54.0
2020-08-18;no;Sweden;5813.0
2020-08-18;no;Switzerland;1992.0
2020-08-18;no;Syria;73.0
2020-08-18;no;Taiwan*;7.0
2020-08-18;no;Tajikistan;65.0
2020-08-18;no;Tanzania;21.0
2020-08-18;no;Thailand;58.0
2020-08-18;no;Timor-Leste;0.0
2020-08-18;no;Togo;27.0
2020-08-18;no;Trinidad and Tobago;12.0
2020-08-18;no;Tunisia;57.0
2020-08-18;no;Turkey;6016.0
2020-08-18;no;US;171799.0
2020-08-18;no;Uganda;15.0
2020-08-18;no;Ukraine;2152.0
2020-08-18;no;United Arab Emirates;366.0
2020-08-18;no;United Kingdom;41381.0
2020-08-18;no;Uruguay;40.0
2020-08-18;no;Uzbekistan;242.0
2020-08-18;no;Venezuela;297.0
2020-08-18;no;Vietnam;26.0
2020-08-18;no;West Bank and Gaza;113.0
2020-08-18;no;Western Sahara;1.0
2020-08-18;no;Yemen;537.0
2020-08-18;no;Zambia;264.0
2020-08-18;no;Zimbabwe;141.0
2020-08-19;Alberta;Canada;227.0
2020-08-19;Anguilla;United Kingdom;0.0
2020-08-19;Anhui;China;6.0
2020-08-19;Aruba;Netherlands;5.0
2020-08-19;Australian Capital Territory;Australia;3.0
2020-08-19;Beijing;China;9.0
2020-08-19;Bermuda;United Kingdom;9.0
2020-08-19;Bonaire, Sint Eustatius and Saba;Netherlands;0.0
2020-08-19;British Columbia;Canada;198.0
2020-08-19;British Virgin Islands;United Kingdom;1.0
2020-08-19;Cayman Islands;United Kingdom;1.0
2020-08-19;Channel Islands;United Kingdom;48.0
2020-08-19;Chongqing;China;6.0
2020-08-19;Curacao;Netherlands;1.0
2020-08-19;Diamond Princess;Canada;1.0
2020-08-19;Falkland Islands (Malvinas);United Kingdom;0.0
2020-08-19;Faroe Islands;Denmark;0.0
2020-08-19;French Guiana;France;54.0
2020-08-19;French Polynesia;France;0.0
2020-08-19;Fujian;China;1.0
2020-08-19;Gansu;China;2.0
2020-08-19;Gibraltar;United Kingdom;0.0
2020-08-19;Grand Princess;Canada;0.0
2020-08-19;Greenland;Denmark;0.0
2020-08-19;Guadeloupe;France;15.0
2020-08-19;Guangdong;China;8.0
2020-08-19;Guangxi;China;2.0
2020-08-19;Guizhou;China;2.0
2020-08-19;Hainan;China;6.0
2020-08-19;Hebei;China;6.0
2020-08-19;Heilongjiang;China;13.0
2020-08-19;Henan;China;22.0
2020-08-19;Hong Kong;China;72.0
2020-08-19;Hubei;China;4512.0
2020-08-19;Hunan;China;4.0
2020-08-19;Inner Mongolia;China;1.0
2020-08-19;Isle of Man;United Kingdom;24.0
2020-08-19;Jiangsu;China;0.0
2020-08-19;Jiangxi;China;1.0
2020-08-19;Jilin;China;2.0
2020-08-19;Liaoning;China;2.0
2020-08-19;Macau;China;0.0
2020-08-19;Manitoba;Canada;12.0
2020-08-19;Martinique;France;16.0
2020-08-19;Mayotte;France;39.0
2020-08-19;Montserrat;United Kingdom;1.0
2020-08-19;New Brunswick;Canada;2.0
2020-08-19;New Caledonia;France;0.0
2020-08-19;New South Wales;Australia;52.0
2020-08-19;Newfoundland and Labrador;Canada;3.0
2020-08-19;Ningxia;China;0.0
2020-08-19;Northern Territory;Australia;0.0
2020-08-19;Northwest Territories;Canada;0.0
2020-08-19;Nova Scotia;Canada;64.0
2020-08-19;Ontario;Canada;2837.0
2020-08-19;Prince Edward Island;Canada;0.0
2020-08-19;Qinghai;China;0.0
2020-08-19;Quebec;Canada;5729.0
2020-08-19;Queensland;Australia;6.0
2020-08-19;Reunion;France;5.0
2020-08-19;Saint Barthelemy;France;0.0
2020-08-19;Saint Pierre and Miquelon;France;0.0
2020-08-19;Saskatchewan;Canada;22.0
2020-08-19;Shaanxi;China;3.0
2020-08-19;Shandong;China;7.0
2020-08-19;Shanghai;China;7.0
2020-08-19;Shanxi;China;0.0
2020-08-19;Sichuan;China;3.0
2020-08-19;Sint Maarten;Netherlands;17.0
2020-08-19;South Australia;Australia;4.0
2020-08-19;St Martin;France;5.0
2020-08-19;Tasmania;Australia;13.0
2020-08-19;Tianjin;China;3.0
2020-08-19;Tibet;China;0.0
2020-08-19;Turks and Caicos Islands;United Kingdom;2.0
2020-08-19;Victoria;Australia;376.0
2020-08-19;Western Australia;Australia;9.0
2020-08-19;Xinjiang;China;3.0
2020-08-19;Yukon;Canada;0.0
2020-08-19;Yunnan;China;2.0
2020-08-19;Zhejiang;China;1.0
2020-08-19;no;Afghanistan;1375.0
2020-08-19;no;Albania;234.0
2020-08-19;no;Algeria;1402.0
2020-08-19;no;Andorra;53.0
2020-08-19;no;Angola;92.0
2020-08-19;no;Antigua and Barbuda;3.0
2020-08-19;no;Argentina;6330.0
2020-08-19;no;Armenia;833.0
2020-08-19;no;Austria;729.0
2020-08-19;no;Azerbaijan;510.0
2020-08-19;no;Bahamas;22.0
2020-08-19;no;Bahrain;178.0
2020-08-19;no;Bangladesh;3781.0
2020-08-19;no;Barbados;7.0
2020-08-19;no;Belarus;622.0
2020-08-19;no;Belgium;9969.0
2020-08-19;no;Belize;4.0
2020-08-19;no;Benin;39.0
2020-08-19;no;Bhutan;0.0
2020-08-19;no;Bolivia;4233.0
2020-08-19;no;Bosnia and Herzegovina;507.0
2020-08-19;no;Botswana;3.0
2020-08-19;no;Brazil;111100.0
2020-08-19;no;Brunei;3.0
2020-08-19;no;Bulgaria;527.0
2020-08-19;no;Burkina Faso;55.0
2020-08-19;no;Burma;6.0
2020-08-19;no;Burundi;1.0
2020-08-19;no;Cabo Verde;36.0
2020-08-19;no;Cambodia;0.0
2020-08-19;no;Cameroon;406.0
2020-08-19;no;Central African Republic;61.0
2020-08-19;no;Chad;76.0
2020-08-19;no;Chile;10578.0
2020-08-19;no;Colombia;15979.0
2020-08-19;no;Comoros;7.0
2020-08-19;no;Congo (Brazzaville);77.0
2020-08-19;no;Congo (Kinshasa);246.0
2020-08-19;no;Costa Rica;321.0
2020-08-19;no;Cote d'Ivoire;111.0
2020-08-19;no;Croatia;168.0
2020-08-19;no;Cuba;88.0
2020-08-19;no;Cyprus;20.0
2020-08-19;no;Czechia;404.0
2020-08-19;no;Denmark;621.0
2020-08-19;no;Diamond Princess;13.0
2020-08-19;no;Djibouti;59.0
2020-08-19;no;Dominica;0.0
2020-08-19;no;Dominican Republic;1501.0
2020-08-19;no;Ecuador;6146.0
2020-08-19;no;Egypt;5197.0
2020-08-19;no;El Salvador;633.0
2020-08-19;no;Equatorial Guinea;83.0
2020-08-19;no;Eritrea;0.0
2020-08-19;no;Estonia;63.0
2020-08-19;no;Eswatini;79.0
2020-08-19;no;Ethiopia;600.0
2020-08-19;no;Fiji;1.0
2020-08-19;no;Finland;334.0
2020-08-19;no;France;30300.0
2020-08-19;no;Gabon;53.0
2020-08-19;no;Gambia;77.0
2020-08-19;no;Georgia;17.0
2020-08-19;no;Germany;9249.0
2020-08-19;no;Ghana;256.0
2020-08-19;no;Greece;235.0
2020-08-19;no;Grenada;0.0
2020-08-19;no;Guatemala;2467.0
2020-08-19;no;Guinea;53.0
2020-08-19;no;Guinea-Bissau;33.0
2020-08-19;no;Guyana;27.0
2020-08-19;no;Haiti;196.0
2020-08-19;no;Holy See;0.0
2020-08-19;no;Honduras;1608.0
2020-08-19;no;Hungary;609.0
2020-08-19;no;Iceland;10.0
2020-08-19;no;India;53866.0
2020-08-19;no;Indonesia;6346.0
2020-08-19;no;Iran;20125.0
2020-08-19;no;Iraq;6121.0
2020-08-19;no;Ireland;1775.0
2020-08-19;no;Israel;781.0
2020-08-19;no;Italy;35412.0
2020-08-19;no;Jamaica;14.0
2020-08-19;no;Japan;1148.0
2020-08-19;no;Jordan;11.0
2020-08-19;no;Kazakhstan;1415.0
2020-08-19;no;Kenya;506.0
